日期,开盘价,最高价,最低价,收盘价,成交量(BTC),成交额(百万美元),价格变动,涨跌幅(%),价格振幅,振幅(%),实体大小,实体(%),趋势,多空比(LS),资金费率(FR),持仓量(OI-百万),清算量(美元)
2024-01-01,42152.1,42860.94,41998.26,42265.19,16397498809.56,693043331.46,,,862.68,2.04,113.09,0.27,上涨,2.455,0.02801,879.61,93700.0
2024-01-02,42280.24,44175.44,42214.98,44167.33,18426978443.25,813870441.75,1902.14,4.5,1960.46,4.44,1887.09,4.46,上涨,2.321,0.033397,892.82,1069200.0
2024-01-03,44187.14,45899.71,44176.95,44957.97,39335274535.93,1768434094.66,790.64,1.79,1722.76,3.83,770.83,1.74,上涨,2.081,0.01,855.9,3233600.0
2024-01-04,44961.6,45503.24,40813.53,42848.18,46342323118.41,1985684000.59,-2109.79,-4.69,4689.71,10.94,-2113.43,-4.7,下跌,2.451,0.01,831.09,260600.0
2024-01-05,42855.81,44770.02,42675.17,44179.92,30448091209.81,1345194285.59,1331.75,3.11,2094.85,4.74,1324.11,3.09,上涨,2.323,0.01,833.86,1096800.0
2024-01-06,44192.98,44353.29,42784.72,44162.69,32336029346.8,1428046092.59,-17.23,-0.04,1568.57,3.55,-30.29,-0.07,下跌,2.225,0.001285,806.44,351900.0
2024-01-07,44178.95,44227.63,43475.16,43989.19,16092503467.55,707896258.48,-173.5,-0.39,752.47,1.71,-189.76,-0.43,下跌,2.225,0.01,792.96,518500.0
2024-01-08,43998.46,44495.57,43662.23,43943.1,19330573863.32,849445286.77,-46.1,-0.1,833.34,1.9,-55.37,-0.13,下跌,2.222,0.004837,796.55,646900.0
2024-01-09,43948.71,47218.0,43244.08,46970.5,42746192015.18,2007810110.98,3027.41,6.89,3973.92,8.46,3021.8,6.88,上涨,2.0,0.01,818.0,3154700.0
2024-01-10,46987.64,47893.7,45244.72,46139.73,39821290991.56,1837343629.53,-830.77,-1.77,2648.99,5.74,-847.91,-1.8,下跌,2.133,0.01,853.6,1779800.0
2024-01-11,46121.54,47647.22,44483.15,46627.78,50114613298.1,2336733119.15,488.05,1.06,3164.07,6.79,506.24,1.1,上涨,2.38,0.01,840.61,3539200.0
2024-01-12,46656.07,48969.37,45678.65,46368.59,45833734549.23,2125245433.82,-259.19,-0.56,3290.73,7.1,-287.49,-0.62,下跌,2.378,0.01,897.58,4835700.0
2024-01-13,46354.79,46498.13,41903.77,42853.17,43332698900.4,1856943367.72,-3515.42,-7.58,4594.36,10.72,-3501.63,-7.55,下跌,2.652,0.01,847.73,370900.0
2024-01-14,42799.45,43234.66,42464.14,42842.38,20601860468.7,882632780.05,-10.78,-0.03,770.52,1.8,42.94,0.1,上涨,2.815,0.01,822.41,929300.0
2024-01-15,42842.26,43065.6,41724.61,41796.27,17521429522.39,732330392.21,-1046.11,-2.44,1340.99,3.21,-1045.99,-2.44,下跌,2.789,0.01,812.16,891900.0
2024-01-16,41715.07,43319.72,41705.42,42511.97,22320220557.74,948876495.86,715.7,1.71,1614.3,3.8,796.9,1.91,上涨,3.006,0.01,791.31,353200.0
2024-01-17,42499.34,43566.27,42086.0,43154.94,24062872739.52,1038431931.19,642.98,1.51,1480.28,3.43,655.61,1.54,上涨,2.903,0.01,803.56,861400.0
2024-01-18,43132.1,43189.89,42189.31,42742.65,20851232595.16,891236996.05,-412.29,-0.96,1000.58,2.34,-389.45,-0.9,下跌,2.981,0.01,802.04,2270600.0
2024-01-19,42742.31,42876.35,40631.17,41262.06,25218357242.1,1040561328.37,-1480.59,-3.46,2245.18,5.44,-1480.25,-3.46,下跌,2.909,0.01,803.41,1441700.0
2024-01-20,41278.46,42134.16,40297.46,41618.41,25752407154.41,1071774171.59,356.35,0.86,1836.7,4.41,339.95,0.82,上涨,,0.01,811.93,33100.0
2024-01-21,41624.59,41877.89,41446.82,41665.58,11586690904.11,482766252.84,47.18,0.11,431.07,1.03,41.0,0.1,上涨,,0.01,813.71,33700.0
2024-01-22,41671.49,41855.37,41497.01,41545.78,9344043641.69,388205614.29,-119.8,-0.29,358.36,0.86,-125.71,-0.3,下跌,,0.01,812.06,1984900.0
2024-01-23,41553.65,41651.21,39450.12,39507.37,31338708142.69,1238109901.06,-2038.41,-4.91,2201.09,5.57,-2046.28,-4.92,下跌,,0.01,796.56,2728300.0
2024-01-24,39518.72,40127.35,38521.89,39845.55,29244553045.3,1165265334.13,338.18,0.86,1605.46,4.03,326.84,0.83,上涨,2.902,0.01,775.85,232800.0
2024-01-25,39877.6,40483.78,39508.8,40077.07,22359526178.02,896104368.91,231.52,0.58,974.99,2.43,199.48,0.5,上涨,2.845,0.01,767.82,238000.0
2024-01-26,40075.55,40254.48,39545.66,39933.81,18491782013.19,738447267.91,-143.27,-0.36,708.82,1.77,-141.74,-0.35,下跌,2.791,0.01,790.49,129300.0
2024-01-27,39936.82,42209.39,39825.69,41816.87,25598119893.13,1070433324.62,1883.07,4.72,2383.69,5.7,1880.06,4.71,上涨,2.75,0.005219,810.37,30700.0
2024-01-28,41815.63,42195.63,41431.28,42120.06,11422941934.26,481134957.97,303.18,0.73,764.35,1.81,304.43,0.73,上涨,2.704,0.01,801.62,1510700.0
2024-01-29,42126.13,42797.18,41696.91,42035.59,16858971687.07,708676895.37,-84.46,-0.2,1100.27,2.62,-90.53,-0.21,下跌,2.537,0.01,863.4,214300.0
2024-01-30,42030.92,43305.87,41818.33,43288.25,20668476578.33,894702084.85,1252.65,2.98,1487.54,3.44,1257.33,2.99,上涨,2.52,0.01,849.37,318400.0
2024-01-31,43300.23,43838.95,42711.37,42952.61,23842814517.72,1024111070.61,-335.64,-0.78,1127.58,2.63,-347.62,-0.8,下跌,2.356,0.01,827.74,2052500.0
2024-02-01,42946.25,43717.4,42298.95,42582.61,24673628793.16,1050667423.1,-370.0,-0.86,1418.46,3.33,-363.64,-0.85,下跌,2.412,0.01,831.77,450900.0
2024-02-02,42569.76,43243.17,41879.19,43075.77,21423953779.18,922853404.03,493.17,1.16,1363.98,3.17,506.01,1.19,上涨,2.416,0.01,842.38,150600.0
2024-02-03,43077.64,43422.49,42584.34,43185.86,18603843039.33,803422950.4,110.08,0.26,838.15,1.94,108.22,0.25,上涨,2.366,0.006306,820.11,13900.0
2024-02-04,43184.96,43359.94,42890.81,42992.25,11169245236.24,480190979.37,-193.61,-0.45,469.14,1.09,-192.71,-0.45,下跌,2.357,0.01,820.02,1022100.0
2024-02-05,42994.94,43097.64,42374.83,42583.58,14802225490.25,630331796.57,-408.67,-0.95,722.81,1.7,-411.36,-0.96,下跌,2.404,0.01,809.23,617300.0
2024-02-06,42577.62,43494.25,42264.82,42658.67,18715487317.32,798377723.4,75.08,0.18,1229.43,2.88,81.04,0.19,上涨,2.54,0.01,811.63,72100.0
2024-02-07,42657.39,43344.15,42529.02,43084.67,16798476725.59,723756857.53,426.01,1.0,815.13,1.89,427.28,1.0,上涨,2.38,0.01,799.47,180200.0
2024-02-08,43090.02,44341.95,42775.96,44318.22,21126587774.95,936292858.89,1233.55,2.86,1565.99,3.53,1228.2,2.85,上涨,2.276,0.01,814.86,178000.0
2024-02-09,44332.13,45575.84,44332.13,45301.57,26154524080.46,1184840915.28,983.34,2.22,1243.72,2.75,969.44,2.19,上涨,2.064,0.01,871.52,1324400.0
2024-02-10,45297.38,48152.49,45260.82,47147.2,39316770843.67,1853675670.61,1845.63,4.07,2891.67,6.13,1849.82,4.08,上涨,1.915,0.004031,846.67,273400.0
2024-02-11,47153.53,48146.17,46905.32,47771.28,16398681569.88,783385965.73,624.08,1.32,1240.85,2.6,617.75,1.31,上涨,1.907,0.01,847.46,329900.0
2024-02-12,47768.97,48535.94,47617.41,48293.92,19315867135.91,932838879.43,522.64,1.09,918.53,1.9,524.95,1.1,上涨,1.855,0.010677,866.9,1129200.0
2024-02-13,48296.39,50280.48,47745.76,49958.22,34511985804.6,1724157525.07,1664.31,3.45,2534.72,5.07,1661.84,3.44,上涨,1.768,0.011406,960.49,1412700.0
2024-02-14,49941.36,50358.39,48406.5,49742.44,35593051468.37,1770485262.31,-215.78,-0.43,1951.9,3.92,-198.92,-0.4,下跌,1.783,0.024137,952.15,168600.0
2024-02-15,49733.44,52021.37,49296.83,51826.7,39105608049.68,2026714460.13,2084.26,4.19,2724.54,5.26,2093.25,4.21,上涨,1.695,0.01,959.75,1135400.0
2024-02-16,51836.78,52820.07,51371.63,51938.56,38564360532.5,2002977211.32,111.86,0.22,1448.44,2.79,101.77,0.2,上涨,1.75,0.041647,989.03,656200.0
2024-02-17,51937.73,52537.97,51641.37,52160.2,28180567297.56,1469904106.08,221.65,0.43,896.6,1.72,222.48,0.43,上涨,1.709,0.016663,1004.37,329500.0
2024-02-18,52161.68,52191.91,50669.67,51663.0,20009091006.1,1033729576.0,-497.21,-0.95,1522.25,2.95,-498.68,-0.96,下跌,1.752,0.030878,1008.5,238100.0
2024-02-19,51661.97,52356.96,51233.71,52122.55,17595377310.88,917115853.69,459.55,0.89,1123.25,2.16,460.58,0.89,上涨,1.767,0.028146,1011.87,210700.0
2024-02-20,52134.81,52483.33,51711.82,51779.14,21362184346.21,1106115620.74,-343.4,-0.66,771.51,1.49,-355.67,-0.68,下跌,1.802,0.020029,1014.43,4215500.0
2024-02-21,51777.73,52945.05,50792.31,52284.87,33353758255.74,1743897033.05,505.73,0.98,2152.74,4.12,507.15,0.98,上涨,1.858,0.01,1016.5,1128200.0
2024-02-22,52273.54,52368.82,50671.76,51839.18,28624907019.65,1483891722.69,-445.69,-0.85,1697.06,3.27,-434.36,-0.83,下跌,1.933,0.034808,1045.82,404100.0
2024-02-23,51854.65,52009.61,50926.29,51304.97,25413900610.68,1303859519.13,-534.21,-1.03,1083.32,2.11,-549.67,-1.06,下跌,1.88,0.018451,1063.34,610700.0
2024-02-24,51283.9,51497.93,50561.78,50731.95,21427078269.5,1087037446.08,-573.03,-1.12,936.16,1.85,-551.96,-1.08,下跌,1.946,0.026867,1126.49,900.0
2024-02-25,50736.37,51684.19,50585.45,51571.1,15174077878.77,782543934.92,839.15,1.65,1098.75,2.13,834.73,1.65,上涨,2.007,0.027482,1090.72,52600.0
2024-02-26,51565.22,51950.03,51306.17,51733.24,15413239244.6,797376752.64,162.13,0.31,643.86,1.24,168.02,0.33,上涨,1.956,0.01,1085.19,661400.0
2024-02-27,51730.54,54938.17,50931.03,54522.4,34074411896.32,1857818767.54,2789.16,5.39,4007.14,7.35,2791.86,5.4,上涨,1.892,0.035117,1085.22,1775800.0
2024-02-28,54519.36,57537.84,54484.2,57085.37,49756832031.01,2840387281.3,2562.97,4.7,3053.64,5.35,2566.01,4.71,上涨,1.89,0.066515,1180.39,5633000.0
2024-02-29,57071.1,63913.13,56738.42,62504.79,83239156760.06,5202845950.93,5419.42,9.49,7174.71,11.48,5433.69,9.52,上涨,2.017,0.070208,1286.33,2940100.0
2024-03-01,62499.18,63585.64,60498.73,61198.38,65496611843.55,4008286730.08,-1306.41,-2.09,3086.91,5.04,-1300.8,-2.08,下跌,2.01,0.047263,1366.3,497700.0
2024-03-02,61168.06,63155.1,60802.53,62440.63,40186368422.95,2509262263.89,1242.25,2.03,2352.58,3.77,1272.57,2.08,上涨,1.974,0.068311,1379.69,473200.0
2024-03-03,62431.65,62458.7,61657.29,62029.85,23888473684.9,1481798345.22,-410.79,-0.66,801.41,1.29,-401.81,-0.64,下跌,2.023,0.049753,1385.24,795800.0
2024-03-04,62031.58,63230.21,61435.02,63167.37,26253811449.72,1658384231.14,1137.52,1.83,1795.19,2.84,1135.79,1.83,上涨,2.008,0.068712,1330.13,2770600.0
2024-03-05,63137.0,68537.03,62386.52,68330.42,70670471104.67,4828942661.8,5163.05,8.17,6150.51,9.0,5193.41,8.23,上涨,2.048,0.067329,1333.01,15881900.0
2024-03-06,68341.06,69170.63,59323.91,63801.2,102802940877.32,6558950740.73,-4529.22,-6.63,9846.72,15.43,-4539.86,-6.64,下跌,2.124,0.049602,1439.77,4507400.0
2024-03-07,63776.05,67637.93,62848.67,66106.8,68750229073.49,4544857834.94,2305.61,3.61,4789.26,7.24,2330.75,3.65,上涨,1.995,0.03552,1482.5,635200.0
2024-03-08,66099.74,68029.92,65655.53,66925.48,46989543159.21,3144797881.38,818.68,1.24,2374.38,3.55,825.74,1.25,上涨,2.01,0.055975,1422.33,5388700.0
2024-03-09,66938.09,70083.05,66230.45,68300.1,59202881172.24,4043562449.27,1374.61,2.05,3852.6,5.64,1362.0,2.03,上涨,2.054,0.020042,1397.42,1511300.0
2024-03-10,68299.26,68673.06,68053.13,68498.88,21609650379.03,1480236876.33,198.79,0.29,619.93,0.91,199.62,0.29,上涨,2.056,0.062035,1377.15,2321000.0
2024-03-11,68500.26,70005.2,68239.98,69019.79,35683977531.52,2462900505.84,520.91,0.76,1765.22,2.56,519.53,0.76,上涨,1.966,0.098585,1454.43,4029000.0
2024-03-12,69020.55,72850.71,67194.89,72123.9,65716656764.81,4739741813.9,3104.12,4.5,5655.83,7.84,3103.35,4.5,上涨,1.884,0.073692,1572.58,4560100.0
2024-03-13,72125.12,72825.66,68728.85,71481.29,62554434520.34,4471471774.44,-642.61,-0.89,4096.8,5.73,-643.83,-0.89,下跌,2.049,0.01,1717.76,3121700.0
2024-03-14,71482.12,73637.47,71334.09,73083.5,48212536929.31,3523541006.71,1602.21,2.24,2303.38,3.15,1601.38,2.24,上涨,1.909,0.048628,1553.74,8342400.0
2024-03-15,73079.37,73750.07,68563.02,71396.59,59594605698.01,4254851622.8,-1686.91,-2.31,5187.05,7.27,-1682.78,-2.3,下跌,2.143,0.017044,1653.86,11225000.0
2024-03-16,71387.87,72357.13,65630.69,69403.77,78320453975.56,5435734917.51,-1992.82,-2.79,6726.44,9.69,-1984.1,-2.78,下跌,2.163,0.027708,1531.71,6735000.0
2024-03-17,69392.49,70046.27,64801.4,65315.12,46842198370.83,3059503689.34,-4088.65,-5.89,5244.88,8.03,-4077.37,-5.88,下跌,2.234,0.039807,1555.2,1148100.0
2024-03-18,65316.34,68845.72,64545.32,68390.62,44716864318.25,3058214200.53,3075.51,4.71,4300.4,6.29,3074.28,4.71,上涨,2.253,0.013347,1523.1,2328600.0
2024-03-19,68371.31,68897.13,66594.23,67548.59,49261579492.09,3327550313.03,-842.03,-1.23,2302.9,3.41,-822.72,-1.2,下跌,2.208,0.037318,1491.68,11617700.0
2024-03-20,67556.13,68106.93,61536.18,61912.77,74215844794.11,4594908763.05,-5635.82,-8.34,6570.75,10.61,-5643.36,-8.35,下跌,2.412,0.01,1578.1,4325600.0
2024-03-21,61930.15,68115.26,60807.79,67913.67,66792634382.18,4536133131.91,6000.9,9.69,7307.47,10.76,5983.52,9.66,上涨,2.404,0.020652,1565.27,2057200.0
2024-03-22,67911.58,68199.99,64580.92,65491.39,44480350564.9,2913079982.86,-2422.28,-3.57,3619.07,5.53,-2420.19,-3.56,下跌,2.473,0.01,1553.07,4019700.0
2024-03-23,65489.93,66623.75,62355.37,63778.76,41401116964.03,2640512008.47,-1712.63,-2.62,4268.38,6.69,-1711.17,-2.61,下跌,2.582,0.021069,1582.27,906700.0
2024-03-24,63802.72,65976.4,63038.49,64062.2,24738964812.32,1584832569.17,283.44,0.44,2937.91,4.59,259.48,0.41,上涨,2.466,0.044465,1584.29,733100.0
2024-03-25,64070.75,67622.76,63825.85,67234.17,27206630673.06,1829215295.82,3171.97,4.95,3796.91,5.65,3163.42,4.94,上涨,2.428,0.025431,1627.78,1018200.0
2024-03-26,67234.1,71162.59,66414.83,69958.81,42700139522.64,2987251100.79,2724.64,4.05,4747.76,6.79,2724.72,4.05,上涨,2.234,0.025417,1739.06,2124000.0
2024-03-27,69931.33,71535.74,69335.61,69987.84,36010437368.41,2520292689.35,29.03,0.04,2200.13,3.14,56.51,0.08,上涨,2.22,0.063059,1630.59,2822600.0
2024-03-28,69991.9,71727.68,68381.93,69455.34,40827113309.13,2835661076.15,-532.5,-0.76,3345.76,4.82,-536.56,-0.77,下跌,2.294,0.057298,1697.88,367300.0
2024-03-29,69452.77,71546.02,68895.51,70744.95,34374900617.48,2431850696.39,1289.61,1.86,2650.51,3.75,1292.18,1.86,上涨,2.114,0.033233,1643.06,2473300.0
2024-03-30,70744.8,70913.1,69076.65,69892.83,25230851762.56,1763455609.47,-852.12,-1.2,1836.44,2.63,-851.97,-1.2,下跌,2.214,0.046856,1671.78,160100.0
2024-03-31,69893.44,70355.49,69601.07,69645.31,17130241882.57,1193040934.19,-247.52,-0.35,754.43,1.08,-248.14,-0.36,下跌,2.182,0.084788,1683.37,227100.0
2024-04-01,69647.78,71377.78,69624.87,71333.65,20050941372.83,1430306792.47,1688.34,2.42,1752.91,2.46,1685.87,2.42,上涨,2.09,0.01516,1720.68,2811600.0
2024-04-02,71333.48,71342.09,68110.7,69702.15,34873527352.32,2430759699.0,-1631.5,-2.29,3231.4,4.64,-1631.34,-2.29,下跌,2.139,0.01,1721.85,5397400.0
2024-04-03,69705.02,69708.38,64586.59,65446.97,50705240709.24,3318504582.17,-4255.17,-6.1,5121.79,7.83,-4258.05,-6.11,下跌,2.365,0.01,1727.47,836700.0
2024-04-04,65446.67,66914.32,64559.9,65980.81,34488018367.47,2275547340.64,533.83,0.82,2354.42,3.57,534.14,0.82,上涨,2.419,0.01,1730.68,1456100.0
2024-04-05,65975.7,69291.25,65113.8,68508.84,34439527441.54,2359412138.69,2528.03,3.83,4177.46,6.1,2533.15,3.84,上涨,2.327,0.01,1735.06,1244300.0
2024-04-06,68515.75,68725.76,66011.48,67837.64,33748230055.84,2289400366.62,-671.2,-0.98,2714.28,4.0,-678.11,-0.99,下跌,2.328,0.01,1707.54,184400.0
2024-04-07,67840.57,69629.6,67491.72,68896.11,19967785808.97,1375702767.24,1058.47,1.56,2137.89,3.1,1055.54,1.56,上涨,2.296,0.01,1786.72,486900.0
2024-04-08,68897.11,70284.43,68851.63,69362.55,21204930368.78,1470828070.04,466.44,0.68,1432.8,2.07,465.44,0.68,上涨,2.239,0.036453,1703.92,322000.0
2024-04-09,69362.55,72715.36,69064.24,71631.36,37261432669.09,2669086983.86,2268.81,3.27,3651.11,5.1,2268.8,3.27,上涨,2.12,0.01,1839.42,4064500.0
2024-04-10,71632.5,71742.51,68212.92,69139.02,36426900409.13,2518520044.09,-2492.34,-3.48,3529.59,5.11,-2493.49,-3.48,下跌,2.31,0.01,1757.76,1698400.0
2024-04-11,69140.24,71093.43,67503.57,70587.88,38318601774.43,2704828842.33,1448.86,2.1,3589.87,5.09,1447.64,2.09,上涨,2.364,0.01,1781.91,464800.0
2024-04-12,70575.73,71256.24,69571.81,70060.61,30153382941.04,2112564313.78,-527.27,-0.75,1684.42,2.4,-515.13,-0.73,下跌,2.287,0.01,1788.4,6303100.0
2024-04-13,70061.38,71222.74,65254.83,67195.86,44129299406.24,2965306409.22,-2864.74,-4.09,5967.91,8.88,-2865.52,-4.09,下跌,2.598,0.01,1821.63,6680200.0
2024-04-14,67188.38,67931.43,60919.11,63821.47,52869738184.63,3374224614.84,-3374.39,-5.02,7012.32,10.99,-3366.9,-5.01,下跌,2.757,0.01,1715.28,2709100.0
2024-04-15,63836.23,65824.43,62205.85,65738.72,49084320047.0,3226740562.74,1917.25,3.0,3618.58,5.5,1902.49,2.98,上涨,2.666,0.000273,1736.3,3757700.0
2024-04-16,65739.64,66878.65,62332.07,63426.21,43595917653.69,2765123829.05,-2312.51,-3.52,4546.58,7.17,-2313.43,-3.52,下跌,2.814,-0.008097,1640.32,2611900.0
2024-04-17,63419.3,64355.67,61716.4,63811.86,42847528078.04,2734180631.91,385.65,0.61,2639.27,4.14,392.57,0.62,上涨,2.856,-0.00318,1618.75,2716700.0
2024-04-18,63831.85,64486.36,59768.59,61276.69,41915247048.65,2568427736.26,-2535.17,-3.97,4717.78,7.7,-2555.15,-4.0,下跌,3.055,-0.021167,1604.52,1515400.0
2024-04-19,61275.32,64125.69,60833.48,63512.75,36006307334.72,2286859722.01,2236.06,3.65,3292.21,5.18,2237.44,3.65,上涨,2.861,-0.005092,1585.79,2019600.0
2024-04-20,63510.75,65481.6,59651.39,63843.57,49920425400.63,3187098098.74,330.82,0.52,5830.21,9.13,332.82,0.52,上涨,2.814,0.007259,1580.67,140000.0
2024-04-21,63851.1,65442.46,63172.4,64994.44,23097485494.81,1501208136.72,1150.87,1.8,2270.06,3.49,1143.34,1.79,上涨,2.942,0.002592,1557.52,388700.0
2024-04-22,64992.82,65723.24,64277.72,64926.64,20506644853.02,1331427613.84,-67.8,-0.1,1445.52,2.23,-66.17,-0.1,下跌,2.804,-0.000746,1568.65,262200.0
2024-04-23,64935.63,67233.96,64548.18,66837.68,28282686673.3,1890349050.85,1911.03,2.94,2685.78,4.02,1902.04,2.93,上涨,2.795,0.009861,1617.07,450300.0
2024-04-24,66839.89,67199.24,65864.87,66407.27,24310975583.48,1614425563.28,-430.4,-0.64,1334.37,2.01,-432.62,-0.65,下跌,2.785,0.01,1643.23,2021600.0
2024-04-25,66408.72,67075.37,63589.87,64276.9,30276655120.02,1946089455.23,-2130.37,-3.21,3485.5,5.42,-2131.82,-3.21,下跌,2.802,0.01,1663.89,1015100.0
2024-04-26,64275.02,65275.21,62783.63,64481.71,32155786816.01,2073460012.39,204.81,0.32,2491.57,3.86,206.69,0.32,上涨,2.82,0.002535,1654.96,648600.0
2024-04-27,64485.37,64789.66,63322.4,63755.32,24139372950.15,1539013479.18,-726.39,-1.13,1467.26,2.3,-730.05,-1.13,下跌,2.818,0.01,1625.3,642300.0
2024-04-28,63750.99,63898.36,62424.72,63419.14,19530783038.96,1238625487.22,-336.18,-0.53,1473.64,2.32,-331.85,-0.52,下跌,3.052,0.008788,1610.95,176500.0
2024-04-29,63423.51,64321.48,62793.6,63113.23,17334827992.62,1094057015.28,-305.91,-0.48,1527.88,2.42,-310.28,-0.49,下跌,3.085,0.01,1588.31,581500.0
2024-04-30,63106.36,64174.88,61795.46,63841.12,26635912073.23,1700466463.35,727.89,1.15,2379.42,3.73,734.76,1.16,上涨,3.016,0.01,1643.92,5759000.0
2024-05-01,63839.42,64703.33,59120.07,60636.86,37840840057.21,2294549598.98,-3204.26,-5.02,5583.26,9.21,-3202.56,-5.02,下跌,3.48,0.01,1566.3,7374600.0
2024-05-02,60609.5,60780.5,56555.29,58254.01,48439780271.06,2821811437.19,-2382.85,-3.93,4225.21,7.25,-2355.49,-3.89,下跌,3.558,-0.009919,1458.32,793100.0
2024-05-03,58253.7,59602.3,56937.2,59123.43,32711813559.09,1934034692.63,869.42,1.49,2665.09,4.51,869.73,1.49,上涨,3.437,0.01,1448.36,212000.0
2024-05-04,59122.3,63320.5,58848.31,62889.84,33172023048.2,2086183113.97,3766.4,6.37,4472.19,7.11,3767.54,6.37,上涨,3.137,0.002061,1493.67,300000.0
2024-05-05,62891.03,64494.96,62599.35,63891.47,20620477991.84,1317472711.18,1001.64,1.59,1895.61,2.97,1000.44,1.59,上涨,2.823,0.01,1517.12,284700.0
2024-05-06,63892.45,64610.89,62955.31,64031.13,18296164805.46,1171524158.55,139.66,0.22,1655.58,2.59,138.68,0.22,上涨,2.768,0.01,1530.68,1468700.0
2024-05-07,64038.31,65494.9,62746.24,63161.95,28697928697.49,1812617144.89,-869.18,-1.36,2748.66,4.35,-876.36,-1.37,下跌,2.801,0.01,1523.25,1296400.0
2024-05-08,63162.76,64390.46,62285.98,62334.82,25930730981.56,1616387405.32,-827.13,-1.31,2104.48,3.38,-827.95,-1.31,下跌,2.849,0.01,1500.65,2523400.0
2024-05-09,62332.64,62986.08,60877.13,61187.94,26088172222.01,1596281553.17,-1146.88,-1.84,2108.96,3.45,-1144.7,-1.84,下跌,2.925,0.01,1559.06,592200.0
2024-05-10,61191.2,63404.92,60648.08,63049.96,25453338160.85,1604831934.0,1862.02,3.04,2756.84,4.37,1858.76,3.04,上涨,3.236,-0.008397,1525.29,1749600.0
2024-05-11,63055.19,63446.74,60208.78,60792.78,27804954694.22,1690340404.4,-2257.18,-3.58,3237.96,5.33,-2262.41,-3.59,下跌,3.275,0.008087,1524.53,103900.0
2024-05-12,60793.36,61451.15,60492.63,60793.71,13842272967.56,841523122.99,0.93,0.0,958.53,1.58,0.35,0.0,上涨,3.301,0.01,1505.02,173800.0
2024-05-13,60793.5,61818.15,60632.6,61448.39,13800459404.7,848016076.15,654.69,1.08,1185.55,1.93,654.89,1.08,上涨,3.263,0.01,1499.2,319200.0
2024-05-14,61451.22,63422.66,60769.84,62901.45,27889181179.46,1754269864.53,1453.05,2.36,2652.82,4.22,1450.23,2.36,上涨,3.018,0.007398,1507.62,418500.0
2024-05-15,62900.77,63092.13,61123.77,61552.79,28186271527.17,1734943656.01,-1348.66,-2.14,1968.36,3.2,-1347.98,-2.14,下跌,3.243,0.001108,1503.44,466500.0
2024-05-16,61553.99,66454.45,61330.41,66267.49,39815167073.5,2638451244.32,4714.7,7.66,5124.04,7.73,4713.5,7.66,上涨,2.792,0.000738,1555.39,1500700.0
2024-05-17,66256.11,66712.43,64613.06,65231.58,31573077993.8,2059561772.89,-1035.91,-1.56,2099.37,3.22,-1024.53,-1.55,下跌,2.726,0.00938,1525.64,493200.0
2024-05-18,65231.3,67459.46,65119.31,67051.87,28031279309.72,1879549833.92,1820.29,2.79,2340.14,3.49,1820.58,2.79,上涨,2.697,0.01,1505.76,320100.0
2024-05-19,67066.21,67387.33,66663.5,66940.8,16712277405.88,1118733293.07,-111.07,-0.17,723.83,1.08,-125.41,-0.19,下跌,2.676,0.01,1494.75,1569500.0
2024-05-20,66937.93,67694.3,65937.18,66278.37,19249094537.72,1275798611.52,-662.43,-0.99,1757.12,2.65,-659.56,-0.99,下跌,2.611,0.01,1486.27,366500.0
2024-05-21,66278.74,71483.57,66086.17,71448.2,43850655717.06,3133050208.94,5169.83,7.8,5397.39,7.55,5169.45,7.8,上涨,2.455,0.018815,1558.68,1977300.0
2024-05-22,71443.06,71946.46,69191.12,70136.53,46932005990.29,3291648113.82,-1311.66,-1.84,2755.34,3.93,-1306.53,-1.83,下跌,2.549,0.01,1617.8,1873000.0
2024-05-23,70135.32,70623.69,68977.69,69122.34,32802561717.06,2267389791.26,-1014.19,-1.45,1646.0,2.38,-1012.98,-1.44,下跌,2.608,0.01,1621.09,1896100.0
2024-05-24,69121.3,70041.27,66356.95,67929.56,41895680979.35,2845955302.15,-1192.78,-1.73,3684.32,5.42,-1191.74,-1.72,下跌,2.92,0.01,1611.2,384800.0
2024-05-25,67928.13,69220.29,66622.67,68526.1,29197308152.62,2000777593.19,596.53,0.88,2597.63,3.79,597.97,0.88,上涨,2.843,0.01,1582.16,20500.0
2024-05-26,68526.92,69579.32,68515.82,69265.94,15473071741.05,1071756901.2,739.84,1.08,1063.5,1.54,739.02,1.08,上涨,2.894,0.01,1592.68,212000.0
2024-05-27,69264.29,69506.23,68183.89,68518.09,15628433736.91,1070830428.8,-747.85,-1.08,1322.34,1.93,-746.2,-1.08,下跌,2.84,0.024474,1597.42,383900.0
2024-05-28,68512.18,70597.88,68232.5,69394.55,25870990716.7,1795305846.12,876.46,1.28,2365.38,3.41,882.37,1.29,上涨,2.804,0.01,1604.62,2160500.0
2024-05-29,69392.2,69514.64,67227.15,68296.22,32722265965.17,2234807140.32,-1098.33,-1.58,2287.48,3.35,-1095.97,-1.58,下跌,2.979,0.01,1572.48,862800.0
2024-05-30,68296.35,68852.46,67101.49,67578.09,26707072905.64,1804813054.44,-718.13,-1.05,1750.97,2.59,-718.26,-1.05,下跌,3.058,0.01,1601.15,130300.0
2024-05-31,67576.09,69500.54,67118.08,68364.99,29509712533.79,2017431188.92,786.9,1.16,2382.47,3.48,788.9,1.17,上涨,2.902,0.01,1584.07,2564200.0
