日期,开盘价,最高价,最低价,收盘价,成交量(BTC),成交额(百万美元),价格变动,涨跌幅(%),价格振幅,振幅(%),实体大小,实体(%),趋势,多空比(LS),资金费率(FR),持仓量(OI-百万),清算量(美元)
2025-12-10,90639.7,94601.57,89586.98,92691.71,66861721440.1,6197527124.68,2051.5,2.26,5014.59,5.41,2052.0,2.26,上涨,2.348,0.008068,1793.14,297000.0
2025-12-11,92695.23,94477.16,91640.13,92020.95,65420694512.66,6020074179.7,-670.76,-0.72,2837.03,3.08,-674.29,-0.73,下跌,2.448,0.00846,1763.57,2982200.0
2025-12-12,92011.3,93554.27,89335.3,92511.34,64532834620.5,5970018950.75,490.39,0.53,4218.97,4.56,500.03,0.54,上涨,2.425,0.002396,1735.55,433500.0
2025-12-13,92513.67,92747.93,89532.6,90270.41,80275884583.23,7246537239.39,-2240.93,-2.42,3215.33,3.56,-2243.25,-2.42,下跌,2.613,0.008139,1697.52,4800.0
2025-12-14,90257.8,90647.57,89800.99,90298.71,64237748110.3,5800585795.2,28.3,0.03,846.58,0.94,40.91,0.05,上涨,2.614,0.005249,1669.53,801200.0
2025-12-15,90296.43,90498.11,87634.94,88175.18,50465972205.32,4449846052.37,-2123.53,-2.35,2863.17,3.25,-2121.26,-2.35,下跌,2.573,0.005048,1709.36,1925400.0
2025-12-16,88171.08,89983.92,85304.08,86419.78,45559514322.51,3937243228.51,-1755.4,-1.99,4679.84,5.42,-1751.3,-1.99,下跌,2.808,0.002459,1754.55,106000.0
2025-12-17,86424.41,88170.1,85381.69,87843.99,41262178222.6,3624634218.76,1424.21,1.65,2788.41,3.17,1419.58,1.64,上涨,2.774,0.006131,1730.6,1178400.0
2025-12-18,87847.62,90264.57,85316.27,86143.76,44243392913.92,3811292117.39,-1700.23,-1.94,4948.3,5.74,-1703.86,-1.94,下跌,2.815,0.006792,1711.81,1402300.0
2025-12-19,86144.37,89412.66,84436.32,85462.51,52667115348.19,4501063681.49,-681.25,-0.79,4976.35,5.82,-681.86,-0.79,下跌,2.84,0.01,1710.54,38200.0
2025-12-20,85476.14,89339.12,85107.66,88103.38,46733310561.08,4117362648.31,2640.87,3.09,4231.46,4.8,2627.24,3.07,上涨,2.594,0.005348,1700.1,5300.0
2025-12-21,88101.67,88497.21,87924.87,88344.0,14688196659.3,1297614024.7,240.62,0.27,572.33,0.65,242.33,0.28,上涨,2.606,0.00381,1688.86,95800.0
2025-12-22,88344.7,89027.95,87613.2,88621.75,19845522659.7,1758744956.01,277.75,0.31,1414.75,1.6,277.05,0.31,上涨,2.67,0.01,1669.46,259300.0
2025-12-23,88621.4,90501.93,87908.07,88490.02,38047472118.35,3366821538.28,-131.73,-0.15,2593.86,2.93,-131.38,-0.15,下跌,2.744,0.003457,1758.44,327100.0
2025-12-24,88490.03,88898.39,86606.97,87414.0,43683011532.93,3818506795.54,-1076.02,-1.22,2291.41,2.62,-1076.03,-1.22,下跌,2.791,0.01,1712.89,372400.0
2025-12-25,87404.32,87956.88,86411.8,87611.96,25550297986.12,2238511723.19,197.96,0.23,1545.08,1.76,207.64,0.24,上涨,2.86,0.01,1703.13,873500.0
2025-12-26,87608.32,88501.79,86949.26,87234.74,19953216347.25,1740613606.82,-377.22,-0.43,1552.53,1.78,-373.58,-0.43,下跌,2.798,0.01,1712.51,224700.0
2025-12-27,87235.51,89459.43,86628.14,87301.43,42455674908.21,3706441226.21,66.69,0.08,2831.29,3.24,65.92,0.08,上涨,2.92,0.009629,1696.31,0.0
2025-12-28,87301.43,87874.78,87182.98,87802.16,13741199310.04,1206506914.62,500.72,0.57,691.8,0.79,500.72,0.57,上涨,2.912,0.01,1691.45,1800.0
2025-12-29,87799.35,87986.89,87394.95,87835.83,15156557929.12,1331288898.87,33.68,0.04,591.94,0.67,36.49,0.04,上涨,2.872,0.01,1689.94,301900.0
2025-12-30,87835.79,90299.16,86717.92,87138.14,48411625848.57,4218499187.64,-697.69,-0.79,3581.24,4.11,-697.65,-0.79,下跌,2.975,0.01,1701.52,40200.0
2025-12-31,87134.35,89297.94,86735.54,88430.14,35586356224.95,3146906324.98,1291.99,1.48,2562.39,2.9,1295.78,1.49,上涨,,,,0.0
